"sentence","tag"
"fantastic staff friendly, 5","Facilities"
"staff feel like trouble. beautiful room lovely facilities.","Facilities"
"liked bath room staying, end world.","Facilities"
"property new, clean beautifully decorated","Facilities"
"beautiful rooms fantastic location.","Facilities"
"sauna steam rooms located separately male female changing rooms. youre couple use together.","Facilities"
"large room amazing view. extremely clean maintained. staff amazing, pleasant helpful. perfect!","Facilities"
"modern amazing interiors just clean luxurious","Facilities"
"nice clean hotel! stayed 3 night double queen bedroom, upgrade 60 night! location excellent. brilliant staff . room didnt space fit children in. think okay singles. bathroom didnt door, water splashed out. perfect, forgot gold necklace , post address soon","Facilities"
"room size bathroom door!","Facilities"
"everything. hotel sophisticated calming atmosphere. service outstanding staff extremely attentive. room pure luxury, super king size bed, large walk shower impressive room amenities including dyson hairdryer, wide selection tea coffee diptyque bathroom products. pool great location relax views city. photos hotel justice. price night stay, compared hotels london, pam pacific london unmatched highly recommend.","Facilities"
"downside noise city. booked city deluxe view room. night, hear large sirens rowdy party goers did disturb sleep. advise booking room facing away station, request stay","Facilities"
"interior design amazing!","Facilities"
"location spot , staff v freindly","Facilities"
"wellness center use organization, understand sauna steam room separated , lounges stay pool area","Facilities"
"decor lovely room comfortable clean","Facilities"
"restaurant bit small struggled menu eat good making eat .","Facilities"
"aspect stay amazing. xinchen li went help create beautiful room atmosphere girlfriend 1 year anniversary. extremely happy staff hotels control!","Facilities"
"really think of!","Facilities"
"perfect stay start finish, staff incredibly helpful. room ready 11am! gym impressive spa facilities room. location perfect dinner breakfast options. happily stay again.","Facilities"
"incredibly attentive staff, fantastic location","Facilities"
"loved facilities pool staff excellent! customer service amazing room lovey clean. stayed night anniversary best decision made!","Facilities"
"amazing, place relatively expensive youre paying experience room!","Facilities"
"5 star reason. exceptional warm welcoming, professional staff clean, decorated throughout.","Facilities"
"really catered needs definitely going back!","Facilities"
"design comfort rooms second none. quiet inside outside. super comfortable beds. warm attentive service","Facilities"
"breakfast room downstairs leaves lot desired. food quality offering fine execution lacks","Facilities"
"property clean ! staff welcoming willing way help us.","Facilities"
"fact parking nearby disappointing, especially weather bad . price area","Facilities"
"beautiful interior","Facilities"
"jacuzzi pool area","Facilities"
"staff great","Facilities"
"tech rooms dodgy. plug sockets kept tripping.","Facilities"
"amazing facilities great room service helpful staff great housekeeping amazing bar restaurant","Facilities"
"bins room small","Facilities"
"staff amazing caring time. facilities modern looked after. room spotless needed. partners birthday left small cake room.","Facilities"
"bad say. perfect.","Facilities"
"aesthetic , design , customer service , wellbeing centre , absolutely stunning","Facilities"
"theres disliked , loved","Facilities"
"staff attentive, service amazing. beautiful rooms facilities.","Facilities"
"na","Facilities"
"recommend place enough! beautiful! 5 star service!!","Facilities"
"hotel beautiful, immaculately clean, smelt devine!!! truly 5 star experience! staff exceptional warm welcoming! thank truly amazing experience!!!","Facilities"
"excellent hotel","Facilities"
"great hotel good helpful pleasant staff, forgot buggy child brand new built 10 mins ready use. 2 year old given treasure hunt prize loved. guys concierge 5 us. definitely stay again.","Facilities"
"called room service warm milk 2 year old bed, charged 8 glass warm milk!!","Facilities"
"clean tidy.","Facilities"
"nothing.","Facilities"
"pool amazing, staff went beyond.","Facilities"
"room service got bit confusing end vegan mayonnaise chips added minute didnt turn up. requests, exceeded expectations.","Facilities"
"clean, new, beautiful interiors, friendly staff, relaxing.","Facilities"
"staff attentive friendly. rooms impeccable. leisure facilities brilliant.","Facilities"
"great facilities staff brilliant. restaurants bars very, very, good too.","Facilities"
"infinity pool higher achieve better view liverpool st road level.","Facilities"
"hotel beautiful amazing facilities relaxing spa clean. room lovely bed comfortable, pleasant view. staff helpful attentive helped needed polite.","Facilities"
"breakfast wasnt great, helpful man reception refunded understandable.","Facilities"
"experience wonderful. pan pacific team, food, rooms. little thought about.","Facilities"
"great location, lovely hotel.","Facilities"
"lunch pricey tbh","Facilities"
"amazing service concierge luis","Facilities"
"food 4 quite 5","Facilities"
"beautiful hotel amazing service.","Facilities"
"facilities fantastic rooms, pol, spa restaurant. cleanliness outstanding, 5 minute walk tube station , professional friendly staff.","Facilities"
"interior design absolutely beautiful! modern furniture sleek fresh!","Facilities"
"defiantly different facilities!","Facilities"
"interior design facilities. beds rooms extremely comfortable. staff amazing, helpful, welcoming able smile face immediately","Facilities"
"loved second it. back.","Facilities"
"food room service better ok!","Facilities"
"great hotel, wonderful staff, range facilities. bar, restaurants work till late time. obviously, cheap, id say worth money.","Facilities"
"pool slightly smaller thought people.","Facilities"
"absolutely fantastic hotel located city london, perfect base visiting tower london tower bridge. family friendly best room service. diptyque toiletries lovely surprise!","Facilities"
"pool warmer.","Facilities"
"great breakfast wonderful bar","Facilities"
"amazing staff facilities","Facilities"
"excellent service moment arrival high standard. hotel immaculate food amazing too!","Facilities"
"parking helpful. but, doormen great help assisting luggage advising park car.","Facilities"
"great 40th wedding anniversary better hotel staff, service exceptional, facilities superb ambiance hotel world!","Facilities"
"constitute didnt like","Facilities"
"rooms good standard, food restaurant delicious friendly staff","Facilities"
"staff incredible, decor facilities hotel. modern, clean, great central location. family luxe great toiletries, beautiful pool area dressing gowns. fabulous kids , treasure hunt wonderful touch.","Facilities"
"loved everything, minor issues comfort pillows hard. great kids swim little later struggled really use pool sightseeing. room service affordable","Facilities"
"pool, gym room","Facilities"
"breakfast expensive buffet didnt eat shame. cost room included price.","Facilities"
"clean comfortable rooms nicely furnished great beds. nice bar good food options. quiet rooms.","Facilities"
"friendly , helpful staff. clean rooms, amazing views","Facilities"
"pool care staff chill room","Facilities"
"valet parking","Facilities"
"evweything!","Facilities"
"room didnt bath.","Facilities"
"location excellent , modern clean.","Facilities"
"think mini bar expensive! puts buying expensive! sell reasonable priced, say 100 mark up, 500","Facilities"
"nice hotel. massage excellent. gym pool sauna good too.","Facilities"
"watch film pay phone. bed didnt want bother. nice included bill. selection movies far perfect.","Facilities"
"absolutely amazing, staff lovely hotel, spa, bar restaurant probably best hotels ive stayed london!","Facilities"
"absolutely perfect","Facilities"
"room nice","Facilities"
"services wasnt good. forgot 10th wedding anniversary","Facilities"
"location","Facilities"
"stay pan pacific received friendly warming service rita, callum, benjamin, terri tom. staff amazing stay extremely pleasant. super enjoyable surely come again. perfect spot youre staying london, treasure! loved everything.","Facilities"
"modern","Facilities"
"close station","Facilities"
"pool great","Facilities"
"followed questioned guard","Facilities"
"great facilities fantastic staff","Facilities"
"amazing soon walk door 5 service best received. fresh clean smell immaculate room","Facilities"
"amazing","Facilities"
"everything! absolutely loved stay, exceptional, service fantastic, beautiful rooms pool area pool lovely. service makes stand hotels. massive thank tom reception went ensure stay new baby perfect, veejay extremely welcoming remembered names. back!","Facilities"
"everything, room display layout hotel built. room great view","Facilities"
"pay additional charge movies. included room","Facilities"
"absolutely stunning , customer service 1010 stay x","Facilities"
"perfect, brand new hotel. gorgeous pool rooms. staff amazing","Facilities"
"maybe price restaurant","Facilities"
"staffs amazing","Facilities"
"really","Facilities"
"rooms, locations, staff service great.","Facilities"
"downside saunas changing rooms actually poolside.","Facilities"
"staff attitude judgmental non comprmising ... embarrassing patronising stay . disturbed 4 5 reception told wether breakfast applied... charged twice deposit reception staff assumed did paying attention looking elsewhere... asked photo id way did trust booked booking.com background info details asked staff provide photo id breach way booked.. staying end theres far better far cheaper london just big mistake","Facilities"
"everything!!! really fault anything. wait back!!","Facilities"
"best hotel london. fabulous relaxing stay.","Facilities"
"perfect. love everything, small details amazing hotel. newly opened. just september. away central london thats looking for. underground minutes. hotel great friendly team. gonna work team make sure guest comfortable hotel. wolter guy noticed left car entering hotel. good sense humor, welcoming friendly entered room told great information hotel explained us. experience begin entered hotel. welcoming ask good trip hotel. trying help. tom reception, friendly. tried best make sure happy comfortable room. recommended room great view. glad took room. great view enjoyed day night. thank tom lovely experience pan pacific . christopher reception. honestly reception team just great . tom concierge, helped arranged pcr test wasnt worry just enjoying time there. general concierge team really great trying best make happy. cyril man smile feel face mask there. asking need anything. enjoying time. checking passed him. mentioned ask check.thank pan pacific team moment enjoyed. definitely come year.","Facilities"
"nothing.","Facilities"
"attentive staff, high quality everything, extremely comfortable stay","Facilities"
"pool closing time","Facilities"
"moment arrived, service exceptional! hotel beautiful lot facilities. rooms basically youd need. tell lot thought went it. bathroom ! arrival gave daughter amazing snacks, gifted late checkout free charge. whilst checking out, gave daughter good quality lion teddy. let sight","Facilities"
"great style comfortable hotel, staff welcoming","Facilities"
"loved pool, staff helpful went extra mile you, rooms fully equipped modern","Facilities"
"big leak toilet turnt water telling whilst evening","Facilities"
"amazing stay pan pacific london. staff attentive service surpassed expectations. spa favourite, spent hours there!","Facilities"
"really minor personal preference pillows pretty big difficult sleep easily on.","Facilities"
"staff amazing birthdays experience super, definitely come","Facilities"
"perfect stay short break birthday. allocated room view asked service brilliant. thank much!","Facilities"
"tom really helpful bottle room girlfriend birthday","Facilities"
"quality swimming poolviews amazing coffee probably best ive rooms amazing views super comfy. really good vibe hotel","Facilities"
"breakfast price bit salty, wont paying that. fan entrance natural flow push direction rooms.","Facilities"
"great hotel, great rooms, nice spa area","Facilities"
"kids time spa pool area impractical people relax. better kids times earlier day relaxation spoiled noise","Facilities"
"great pool, lovely room nice view. said birthday desk surprised chocolates nice","Facilities"
"suana warm expected hotel isnt used","Facilities"
"time pan pacific london truly exceptional moment checked time checked out. staff exhibited level customer service ive experienced before. absolutely food rooms facilities magnificent.","Facilities"
"staff friendly, attentive helpful stay. particular, liked staff came tidy room replenish tea, coffee etc, whilst evening. room facilities excellent needed, high quality. located, right liverpool street station close nice bars restaurants.","Facilities"
"isnt big criticism great stay, heating didnt best. heating set maximum room didnt warm much. however, minor issue didnt inconvenience us.","Facilities"
"bar, room, pool spa facilities","Facilities"
"fault anything, brilliant service","Facilities"
"absolutely impeccable. staff","Facilities"
"hotel lovely calm feel. staff friendly helpful hotel super clean fresh. rooms lovely need comfortable relaxed stay. location great.","Facilities"
"loved staff! came birthday greeted 5 service, know hotel known for, chocolate tart apple tea shown room explained really feel home. staff polite really wanted make stay best be. friends came late night greeted slippers exchange heels bottles water 5 service level! interior just gorgeous real life pictures, city view room perfect bathroom pleasure in, filled diptyque heated floors following super luxe walk shower. boxes iphone chargers romantic box couples looking spice things stay! spa lovely lovely touch free charge inclusive stay. massage amazing therapist really took time know wanted massage creating oil blend bespoke me.","Facilities"
"room service food mini bar expensive, 4 small pot pringles 16 avocado toast.","Facilities"
"amazing interior facilities great location","Facilities"
"loved","Facilities"
"best hotel far 1000010","Facilities"
"perfect stay. member staff true delight. room views gorgeous, bathtub heavenly. dreamy going morning swim work having pool myself. loved details, especially diptyque toiletries!","Facilities"
"bed hard bit lumpy","Facilities"
"pool scenery amazing stood staff helpful were, especially cereal maybe incorrectly spelt amazing impression start","Facilities"
"pan pacific absolutely beautiful hotel. pool overlooking street london busses christmas fairy lights magical morning swim. comfort elegance amazing service wait stay again!","Facilities"
"excellent customer service, felt covid safe, lovely pool, lovely added touches special occasion. definitely going london.","Facilities"
"staff extremely welcoming, single person feel like vips","Facilities"
"wasnt didnt like pan pacific!","Facilities"
"beautiful hotel luxurious amenities!! helpful friendly desk, room service, spa area etc! really enjoyed night stay!! thank you!!","Facilities"
"nothing!!","Facilities"
"fabulous hotel experience , amazing staff, lovely spacious rooms perfect location.","Facilities"
"everything, thought little ill definitely going soon","Facilities"
"everything!","Facilities"
"lovely hotel, new, clean, wonderful decor. customer service absolutely incredible, feel welcome staff area hotel. special shoutout jo spa going beyond!","Facilities"
"rooms, pool, staff literally everything.","Facilities"
"saunas steam rooms single sex changing rooms.","Facilities"
"staff great. treasure trail daughter got soft toy completed it!!! breakfast great. definitely stay again.","Facilities"
"dont right reviews definitely think staff hotel deserves best ones. honestly nicest place stayed long time. staff friendly top, be, friendly. genuine type. felt comfortable go. ill definitely returning!","Facilities"
"loved absolutely everything. best service ever. amazing place unwind","Facilities"
"loved hotel, service exceptional beautiful hotel.","Facilities"
"high spec..only open september 2021 new .. good position city east end west end just road liverpool st station , overground tubefloor ceiling windows great swimming pool spa facilities","Facilities"
"quite honestly about.the property let down.. immaculate","Facilities"
"blooooody","Facilities"
"single thing darling","Facilities"
"service staff exceptional. shout tom walter amazing start finish.","Facilities"
"far best hotels hotels stayed in, uk","Facilities"
"moment walked door left, staff wonderful! friendly,helpful courteous. room superb wish room be. travelled daughter 70 th birthday little birthday cake waiting me. room dining evening just wanted chill ordered using pool lovely great views area. breakfast fabulous evening meal want be. staff attentive efficient. little distance away usual tourist london thats wanted time really good different city. perfect mini break.","Facilities"
"absolutely nothing!","Facilities"
"good breakfast, enjoyed pool much. room decorated comfortable. bathroom designed.","Facilities"
"prices spa facilkities competitive, prices food drink competitive. prices things right, spend time hotel, need look where.","Facilities"
"second stay glad returned fantastic hotel central location. geared business pleasure. staff charming discreet, spaces welcoming contemporary homely feel, facilities good standard. absolutely stay agin.","Facilities"
"issue room hot temp auto corrected high time left room taking cool down. did report hotel chance rectify.","Facilities"
"location city perfect. member staff levels exceptional unparalleled.","Facilities"
"perfect","Facilities"
"pool amazing. rooms great. staff amazing , especially alex walter.","Facilities"
"air conditioning suite working. daughter did sleep it. butler service anwser phone, constantly ring concierge it. slightly overpriced","Facilities"
"excellent luxury hotel. breakfast exceptional location great. staff us. just new favourite hotel whilst staying london. definitely coming soon.","Facilities"
"ticked boxes more.","Facilities"
"service spot on, staff great.","Facilities"
"excellence details.","Facilities"
"absolutely everything!","Facilities"
"facilities hotel fixtures finish notch jacuzzi bit unusual considering infinity pool! close liverpool street station handy.","Facilities"
"service wasnt level known 5 star hotels. wait long time drinks food breakfast served cold replaced. staff pleasant forget sit down.","Facilities"
"staff extremely helpful, polite pleasant. professional. room clean comfortable. views amazing.","Facilities"
"new years eve, price higher usual second night price reasonable worth it.","Facilities"
"facilities modern luxury relaxing.","Facilities"
"wish jacuzzi swimming pool lovely.","Facilities"
"perfect!","Facilities"
"hotel nice classy!! staff presented mannered..i appreciated efforts staff make partners birthday day remember. breakfast nice infinity pool gym. highly recommend. returning!!","Facilities"
"room shape bit weird apart perfect","Facilities"
"room amazing , great view, comfy bed , spa area pool lovely, service lovely , mini bar selection room facilities fantastic","Facilities"
"steam room closed maintenance little bit disappointing fine.","Facilities"
"star, staff, amenities, room amazing","Facilities"
"room dinning bit better food great price.","Facilities"
"staff exceptional welcoming staff experienced especially london. rooms view brilliant facilities room service. 100 making return!","Facilities"
"faultless.","Facilities"
"outstanding hotel facilities importantly staff. staff high quality attentive, approachable eager ensure stay memorable.","Facilities"
"thats usual response, having worked hotel industry years.","Facilities"
"room amazing","Facilities"
"spa facilities maintenance pool crowded kids","Facilities"
"team extremely helpful went make stay perfect. room immaculate high quality. spa area beautiful used having long day sightseeing. asked hotel staff. checked lion king proceeding us, shows cancelled covid19.","Facilities"
"theres didnt like!","Facilities"
"high end city hotel.","Facilities"
"pool slightly warmer.","Facilities"
"staff absolutely focused making feel welcome succeed there. theres single person wasnt delightful. room great, swimming pool gym great. ive hotels best ive visited. family friendly.","Facilities"
"perfect","Facilities"
"immaculate way, service, ambience facilities 5 star.","Facilities"
"limited menu restaurant thats covid issue.","Facilities"
"clean new staff welcoming pool rooms!","Facilities"
"needs parking.","Facilities"
"exceptional staff. super clean. excellent facilities.","Facilities"
"door boys vj walter amazing","Facilities"
"temp pool","Facilities"
"staff, facilities , room, exceptional level service better stay finds perfect balance attentive unobtrusive. wonderful place stay","Facilities"
"sraits kitchen restaurant food authentic, tasty, good. afternoon tea desserts exquisite, amazingly presented sandwiches good, bit large afternoon tea scones well, room left fantastic desserts. concierge team superb, especially details covid tests etc, desk guest relations manager went duty, arrange afternoon tea upstairs quiet bar, covid worries busy orchid lounge","Facilities"
"sofa room tv ended sitting bed watch tv proper surfaces stuff, work laptop. small, low tables, covered hotel info books, vases etc. 2 small bedside tables, drawer shelf below. pretty, simply functional. concierge team quickly organised desk chair, lot difference.","Facilities"
"exceptional hotel","Facilities"
"christmas dinner disappointing room service excellent","Facilities"
"friendly welcoming, special mention goes walter chats tips. luxurious rooms spacious, equally large marble bathrooms moment entering, create quiet, relaxing oasis. complimentary toiletries, quality appliances provided, like! large infinity pool attached wellbeing area great area enjoy pamper session. definitely recommend holistic massage! cocktails ginger lily delicious, perfectly chilled, flavour. located close liverpool street station, theres fantastic choice bars, restaurants short stroll otherwise, hop bus tube short ride west end","Facilities"
"pool little cold slightly disappointment traditional afternoon tea experience, struggled enjoy intense mix flavours ingredients. however, service impeccable amazing attention detail.","Facilities"
"service exceptional. lovely anniversary here. rooms clean views magnificent.","Facilities"
"drop points passengers. cab drop middle road drag heavy luggages main entrance. nice staff stationed outside lookout incoming guests help bags. also, bar improved. arrived told sit anywhere. tables werent cleared. wait quite time attended to. drinks good however. bartender excellent. attentiveness staff bar improved.","Facilities"
"amazing facilities bathroom amenities, bed incredibly comfortable inroom dining exciting experience! fault thing stay.","Facilities"
"clean presented hotel","Facilities"
"breakfast really included paying suites","Facilities"
"breakfast wasnt included good breakfast staff extremely friendly you. calming hotel definitely come","Facilities"
"having stayed lots hotels excellent complaint shower shower head small pressure wasnt fast wasnt good shower","Facilities"
"amazing highly recommend.","Facilities"
"modern clean, facilities amazing rooms equipped. staff attentive efficient, check breeze. attention truly unique stay, 5 hotel visits comes far!","Facilities"
"breakfast good value money comparison evening meal straits kitchen. pool little cold. liked combined steam sauna rooms individual male female.","Facilities"
"fantastic service. staff attentive lovely hotel","Facilities"
"absolutely stunning hotel service impeccable highly recommend!","Facilities"
"excellent customer service throughout. location excellent just short walk liverpool street station. rooms spacious comfortable. bathrooms excellent. room surprisingly quiet. great hotel thoroughly recommend!","Facilities"
"breakfast excellent, expensive room rate standard london hotels expect. main bar opens 4pm straits dining area isnt atmospheric drink colleagues friends. lounge isnt bad fills quickly afternoon tea appointments.","Facilities"
"everything, class start finish!","Facilities"
"view city room pool","Facilities"
"wonderful stay ways! staff unbelievably welcoming felt effortless.","Facilities"
"son teenage thought toilet paper bit rough.","Facilities"
"service hotel topnotch. arrival check dealt quickly efficiently. request big small. checkin checkout swift. room super comfortable quiet need expect fivestar hotel. perfect work relaxation, spacious quiet night day.","Facilities"
"breakfast service bit slow.","Facilities"
"far best hotel ive stayed london, stood staff particularly host door. super friendly welcoming. exceptional views too. definitely returning.","Facilities"
"location great,room good","Facilities"
"staff reception nice.everything told forgot.","Facilities"
"pillows really bad worth price","Facilities"
"fantastic hotel staff helpful","Facilities"
"pool, tea, staff, city view","Facilities"
"lounge wasnt big","Facilities"
"decor hotel unbelievable, really pleased stay. rooms clean staff us. facilities location perfect! highly recommend.","Facilities"
"absolutely 5 star way. moment arrived trouble.","Facilities"
"staff","Facilities"
"breakfast seriously priced","Facilities"
"fantastic staff, beautiful room, great location","Facilities"
"dislike","Facilities"
"little way shopping drama","Facilities"
"fabulous sparkling brand new hotel. lovely staff reception, taking room doorman","Facilities"
"took absolutely age answer calling room service","Facilities"
"enjoyed stay","Facilities"
"nice","Facilities"
"exceptional service staff. friendly welcoming. able accommodate requests slightly better room celebrating girlfriends birthday left lovely birthday cake message room. gave bottle wine leaving. really went extra mile make feel special staying night! hotel decor fantastic room. incredible bathroom really nice finishes touches room. fault anything!","Facilities"
"amazing pool","Facilities"
"parking","Facilities"
"staff brilliant feel home. loved hotel.","Facilities"
"fault hotel","Facilities"
"loved pan pacific decor vibe , staff feel welcome comfortable ,stayed room 1417 lovely entering hotel greeted taeyong , daughters birthday vijay concierge showed cocktail bar serve high tea whilst checked fuss love doing it. vangelis, concierge team, escorted daughter room showed settings room , amazing. daughter went shopping returned room card lovely bottle red wine. decided eat restaurant vijay booked us. beautiful meal served manuel surprised cake daughter. truly say stay pan pacific amazing staff met friendly professional catered needs. thank flavia, taegong, andre,xinchen, manuel biggest thanks goes vijay lovely vangelis hope staff mentioned review","Facilities"
"tad cheaper lol","Facilities"
"room amazing","Facilities"
"beds excellent, easily comfortable ive slept normally suffer bad bed. breakfast swimming pool superb, excellent leisurely check time didnt feel like rushed door. staff lovely gave husband complimentary bottle wine birthday, excellent touch.","Facilities"
"larger bottles drinking water room, really little needs improving.","Facilities"
"outstanding facilties. ourstanding customer service. exceptional rooms. attention detail. real 5 star experience.","Facilities"
"staff just wonderful! stayed business received excellent service, took daughters christmas treat trouble, thanks effort kindness. best time x","Facilities"
"tiny thing pillows quite hard like soft pillow, personal thing maybe!","Facilities"
"room beaut staff lovely helpful pleasant","Facilities"
"noting","Facilities"
"excellent service, staff polite, helpful friendly. trouble. pleasant comfortable stay definitely visit again.","Facilities"
"clean, comfortable, modern, great location!","Facilities"
"friendly staff. helpful","Facilities"
"excellent stay beautiful room. staff exceptional start finish attention.","Facilities"
"amazing stay, faults!","Facilities"
"everything!! staff amazing, cleaness, food, location...","Facilities"
"heating room, night freezing.","Facilities"
"gorgeous property, stunning views city, beautiful pool, lovely bar. best staff. friendly welcoming, special mention tom reception alex. wedding anniversary upgraded lovely bottle wine awaited evening. special stay recommend highly","Facilities"
"bed like sleeping cloud! best sleep ive years staff helpful friendly","Facilities"
"bit dusty coffeetea station room assume guests use","Facilities"
"perfect","Facilities"
"great location, excellent facilities especially pool area brilliant staff","Facilities"
"wasnt like!","Facilities"
"excellent room, easy access desk excellent staff","Facilities"
"breakfast 35","Facilities"
"1010","Facilities"
"wow. hotel special place. staff absolutely outstanding. stayed wedding anniversary really went extra mile ensure wonderful celebration. staff heart hotel. trouble team welcoming friendly. hotel understated luxury soft, relaxing space amid buzz london. room beautiful calming, bathroom elegant immaculate. room service excellent, lunch room service fast food delicious. pool open 1000pm difference visitwe went exploring day used pool facilities evening. wish pool slightly warmer, guests said same. changing rooms sauna steam room lovely. robes exceptionally soft warmnot usual flannel. singapore influence gives attention hotelcurved lines, harsh edges, foliage, room layout, materials colours used gives soul lack. want stay luxurious peaceful thoughtful place, highly recommend pan pacific hotel. absolutely wait year, year that, year that...","Facilities"
"staff good","Facilities"
"liked","Facilities"
"absolutely everything. staff extremely friendly, helpful hospitable. amazing attention detail. unique experience","Facilities"
"good especially infinity pool, good customer service","Facilities"
"loved","Facilities"
"staff outstanding service excellent.","Facilities"
"fault hotel staff.","Facilities"
"everything. feel like youre home. welcomed, looked after.","Facilities"
"stay longer","Facilities"
"pretty matched review, excellent location hotel, im kind baffled porter arrival said hello welcome hotel stepped hotel.....1010 staff january","Facilities"
"excellent stay pan pacific london. really positioned, opposite liverpool street station. nice city view customer service really experience. opened 2 months, really hope continue level. felt modern state art, dyson hairdryers, modern gym facilities decent pool length nice view. previously stayed flagship singapore branch overall stay felt like 4 star hotel feel like 5 star facilities dated. food, tried order hainanese chicken rice dinner quality issue head chef refused serve it. instead opted lamb, nicest lamb tasted order room service good portion, tasty flavours fluffy couscous. inroom dining manager cosmin gave complimentary desert make lost time dark chocolate mousse apparently exclusively curated cherish finden which, nice finish meal. consequentially, ordered pizza fries midnight snack. breakfast english breakfast asian breakfast gaya toast wonton noodle soup lacking worth price tag. wonder time head chef dinner time. finally, finished stay afternoon tea pleasant experience. dim sum bit so, interesting catchy eye better flavours china town dim sum restaurants. experience dishes progressively got better, finishing signature plate sweets flavours incredible, really refined palate. lychee desert winner. stayed weekend meeting city, definitely recommend need stay area.","Facilities"
"recommend breakfast midnight meal 10pm.","Facilities"
"brand new, modern beautiful hotel. love asian influences decor. 1 min subway. thank doorman walter concierge luis generosity!","Facilities"
"staff excellent im possible way. beat hotel stayed london. class","Facilities"
"big room clean new good bed nice personal","Facilities"
"air conditional bugged times","Facilities"
"hotel best hotel stayed london, far! staff level terms service, friendliness kids feel truly welcome went hotel treasure hunt gift. special memories half term london treat. thank much. back! views room exciting too!","Facilities"
"absolutely nothing!!","Facilities"
"hotel upgraded free charge. quality rooms incredible. staff went beyond.","Facilities"
"nothing. place number 1 hotel london. stay london hotels 2 times month 5 years beats all.","Facilities"
"hotel beautiful staff attentive","Facilities"
"na","Facilities"
"afternoon tea, room pool facilities bar area drinks","Facilities"
"fault hotel","Facilities"
"hotel just clean services nice. especially people vey nice polite. swimming pool just great strongly recommnd hotel","Facilities"
"fantastic hotel staff","Facilities"
"experience staff pan pacific making booking checking absolutely amazing, problem, 16th wedding anniversary staff feel special best experience.","Facilities"
"lovely night break away family. hotelstaff amazing. friendly. back.","Facilities"
"pool warmer. daughters lips purple got cold.","Facilities"
"staff amazing. vj assisted room lovely aswell tom polite.","Facilities"
"staff excellent, customer service point.","Facilities"
"lovely, friendly, cosy, beautiful place, feel like home. opportunity order food room time day amazing. view exceptional!","Facilities"
"vegan options breakfast menu.","Facilities"
"second time fantastic hotel service unparalleled","Facilities"
"drinks food little expensive especially small children","Facilities"
"lot london weekend staycations year pan pacific new favourite hotel london. staff encountered, concierge straits kitchen team, felt welcomed comfortable, hats managers works here, vibe energetic genuine, absolutely love minute stay. mention beautiful place attention paid design, selection crockery cutlery, hair body products beautiful plants surround, appreciate overall sustainable approach course, room quiet despite busy location bed superb good night sleep! left hotel feeling happy refresh, definitely come back, just nice meal afternoon tea.","Facilities"
"minor point, sanitary stations, lift, restaurant entrance floor.","Facilities"
"beautiful hotel, exceptional service start finish, dont miss afternoon tea orchid lounge.","Facilities"
"fantastic service, great location.","Facilities"
"fault","Facilities"
"enjoyed comfort, wonderful staff, excellent location great food! important thing swimming pool hotels offer great time room service wonderful happy birthday surprise difference stay. surely come soon!!!","Facilities"
"say","Facilities"
"lovely time 10 10. special commendations sheer effort friendliness tom veejay thank you, you, standing excellent representatives hotel! breakfast good exception monday negatives below. straits kitchen good exceptional waiting staff hungarian gentleman possibly malaysian lady.","Facilities"
"breakfast early monday reheated poached eggs. please, 5star. did mention time, breakfast manageress possibly guessed right look face asked alright, charged breakfast. mentioned before, having slightly localised approach breakfast idea, i. e. include fullenglish option buffet breakfast consisting ingredients available inroom dining menu.","Facilities"
"fanastic location. super comfy beds. staff went extra mile ensure great stay.","Facilities"
"stay wasnt longer.","Facilities"
"location brilliant, staff excellent, helpful bearing, beautiful bedroom lovely modern facilities wellness area brilliant!","Facilities"
"hotel nice ! lovely staff , great place stay unwind . comfortable hotel room stayed sure","Facilities"
"open month staff amazing went extra mile helpplease make stay comfortable. bar food really tasty deluxe city view suite did disappoint. definitely recommend im sure returning.","Facilities"
"infinity pool stunning","Facilities"
"booked weekend getaway sister nieces. moment doorman saw arriving, moment left, staff treated friendly, warm welcoming way really felt like home home. luxe home home! room beautiful breathtaking views london. excellent breakfast. pool spa real jewel crown. really friendliness staff makes hotel calm oasis despite right heart city.","Facilities"
"gorgeous hotel brand new! highly recommend","Facilities"
"loved amenities. catered requests husbands surprise. lovely guest relations. definitely going recommending hotel family friends.","Facilities"
"staff incredible!","Facilities"
"wonderful experience pan pacific hotel. room exceptionally quiet comfy beds superb amenities, especially underfloor heating bathroom electrically controlled curtains. breakfast buffet excellent. lovely swim sauna end busy day. staff amazing, friendly, helpful ott room immaculate.","Facilities"
"preferred choose 3 4 items list cooked foods breakfast offered werent taste. suggest fantastic!","Facilities"
"breakfast lovely! good choice food order hot item menu e.g. scrambled eggs toast tomatoes","Facilities"
"pool hotter, long cold ruined spa feeling.","Facilities"
"relaxing luxury heart london. fantastic food, beautiful decor, superb hospitality. brilliant place stay unwind couple nights.","Facilities"
"outstanding customer service beautiful hotel","Facilities"
"expensive","Facilities"
"new, modern, fantastic staff, rooms appointed","Facilities"
"hotel amazing recommend anybody staying london wants feel special luxury night away , moment walked door attended staff amazing asked better customer service , went way upgrade room birthday leave little happy birthday plate cake , room stunning lovely marble bath walk shower , bathroom little extras toothbrush comb body moisturiser dyson hairdryers ! swimming pool sauna steam room lovely great changing rooms sun loungers relax swimming pool , definitely","Facilities"
"minor thing temperature swimming pool cold","Facilities"
"perfect location notch overall service.","Facilities"
"overall property beautiful amazing hotel experience","Facilities"
