"sentence","tag"
"floor restaurant fully booked tried book ground floor told quiet need. turning tables free stuck bar table sofa chairs. unacceptable london, lovely steak house 5 mins road. menu small poor choice. understand floor restaurant better recommend ground floor one.","Facilities"
"king size bed comfortable, lovely feather duvet pillows. glad booked bigger room. reception staff friendly welcoming. gave complimentary half bottle prosecco realised husbands 60th birthday! nice touch start stay.","Facilities"
"restaurant menu disappointing.","Facilities"
"ok","Facilities"
"feel like comfortable luxurious price. soho house member price sh, level higher. vanity kit room","Facilities"
"great service, spotlessly clean, comfy nice bathroom products.","Facilities"
"super stylish good value hotel","Facilities"
"popular strongly urged book restaurantbar areas, understand booking breakfast dinner bit disappointed able just impromptu drink bar space! mind, lovely hotel.","Facilities"
"beautiful interiors","Facilities"
"emailed disappointment instances occurred, acknowledged email. poor service, hear room","Facilities"
"enjoyed overall vibe location cleaniness tidiness room. staff particularily listening needs, especially margot super accomodating. thank !","Facilities"
"wish vanity kit rooms toothpaste least, ask lobby.","Facilities"
"location.","Facilities"
"answering reception time . priority treatment residents restaurant. booking .","Facilities"
"loved design decor","Facilities"
"huge things immediate area, easy central","Facilities"
"stayed room ! excellent","Facilities"
"fresh clean rooms, helpful staff.","Facilities"
"love hoxton! stayed sister hotels holborn shoreditch times years work leisure, visit hoxton southwark didnt fail deliver. great food, great cocktails, cosy rooms buzz vibe place","Facilities"
"dont like charged 12 service charge drink bar myself!","Facilities"
"amazing value money location amazing decor bedrooms. highly recommend room service. just lovely stay.","Facilities"
"location quality","Facilities"
"shame hotel guests dont preference booking seabird.","Facilities"
"great location reach tube amenitiesplenty attractions. really beautiful decor hotel.","Facilities"
"gorgeous hotel rooms, really quite expensive considering size room london suppose. food room service pleasant hugely special. problem liked tea bag person room duration stay nights. preferred pay check additional charges instead 50 night fee cost stay, waiting refunded unused isnt ideal.","Facilities"
"room clean . atmosphere bar good night","Facilities"
"delayed check hotel. wait 2 hours check arrived hotel check time waiting check chaotic stand desk waiting 45 minutes staff did know doing . check 100 deposit hotel price taken account damages advance . hotel stayed . thought really bad service seeing verified card paid account . 48 hours later money account . breakfast included price room . breakfast menu albie priced great food . better breakfast included price room hotels food albie room service limited ordered burgers poor cold arrived room priced .","Facilities"
"room great. got snug room mostly. really cute great design.","Facilities"
"thing ruined experience lunch leaving. basically accepted did book lunch tight room us. offered sit outside fine. person placed outside just pointed table waited hour serviced. served said needed use app order outside. boy explained seated. staff proceeded tell known that. thing ruined trip.","Facilities"
"location, decor, checkin staff, mezzanine cocktail popup staff. artwork popup mezzanine level, clothes steamer room.","Facilities"
"pillows mattress soft us.","Facilities"
"booked noon check got confirmation email got room wasnt ready.","Facilities"
"location fantastic. perfect weekend london. walking distance main attractions cooler eateries. 15 mins walk borough market. loads good bars well. room nice, decor great felt bit lacking. bed super comfy. views london nice. definitely coming weekend exploring.","Facilities"
"room nice felt bit flat. decor fault gorgeous clean! reception point telling room complimentary water little jug milk. granted thats places fun hotel chain cheap expected bit more. minimum bag mms. albie restaurant downstairs nice, good working day. felt bit hurried im honest. staff obviously used quick turn tables thats really vibe. coffee pastries albie. 1st day croissant warm fresh, second day felt like theyd gone tesco express. again, fell flat easy win.","Facilities"
"great place stay, hotel looks like does pictures. room comfortable excellent room service. staff friendly nice buzz place night day. location perfect exploring london. relatively quiet street just short walk underground close borough market.","Facilities"
"comfortable good meeting areas.","Facilities"
"evening music loud restricts conversation.","Facilities"
"literally everything! location perfect, close southwark station 5 mins away pretty london. room cosy good come comfy bed walking do. interior design loved rustic modern. staff lovely explained need know.","Facilities"
"absolutely nothing, loved stay.","Facilities"
"lovely breakfast kindly offered seat window. like small thing that, solo traveller, youre treated youre burden given worst seats tables wasnt case albie breakfast.","Facilities"
"hotel central london conference facilities normal expected people coming work meeting just adds different atmosphere youre just chilling holiday. critique hotel all.","Facilities"
"great staff rooms location","Facilities"
"fantastic service comfy room n extra comfy bed. quiet. loads bars walk south bank london . fab time back.","Facilities"
"bars bit busy drinks expensive .","Facilities"
"room spacious beds extremely comfortable. staff friendly great atmosphere. great location, minute walk underground close bridge want walk river.","Facilities"
"loved stay here. great location tube shard. lovely styling including rooms. nice atmosphere staff relaxed attentive. roof restaurant bar special. definitely return.","Facilities"
"best stay london. returning birthday!","Facilities"
"opening windows","Facilities"
"superb location beautiful decorations, staff friendly, helpful willing store luggages days advance, refused hotel novotel door.","Facilities"
"comfy quiet room, nice shower, small ok youre planning changing sleeping. wouldnt recommend leisure use business based size having room relax","Facilities"
"lot miscommunication confusion booking, check running added extra night directly took people resolve despite explaining times pretty frustrating","Facilities"
"great location, lovely staff, lovely hotel great atmosphere reception bar area, restaurant seabird stunning.","Facilities"
"downfall, didnt feel bed pillows comfortable.","Facilities"
"seabird restaurant upstairs beautiful nice experience. room immaculate cozy.","Facilities"
"unexpected 50 night deposit clarified prior booking.","Facilities"
"loved contemporary theme location perfect! breakfast delicious!","Facilities"
"lighting poor dim throughout, know theme practical room getting ready. breakfast delicious took long come parts missing order. staff","Facilities"
"loved styling hotel, bed comfortable, beautiful restaurant roof, staff helpful friendly highly recommend book need area","Facilities"
"close tube, far south bank, nice rooms, great shower, comfortable bed, great decor, pleasant helpful staff, nice breakfast, good wifi. recommend weekend visit london.","Facilities"
"beautiful hotel excellent service","Facilities"
"great location. vibrant trendy.","Facilities"
"perfect.","Facilities"
"good location, tidy friendly staffs","Facilities"
"room little small","Facilities"
"beautiful decor, great location staff lovely.","Facilities"
"nothing. loved everything.","Facilities"
"property good location, clean comfortable, modern.","Facilities"
"things good, things technology lets down. occurred reception apple pay facility, accepted hotel. online bar menu bit clunky. minor niggles, ably overcome friendly, professional, diligent staff.","Facilities"
"bed comfortable, décor lovely good location. staff pleasant. albie restaurant serves nice food view seabird great too.","Facilities"
"duvet cover hole stained duvet underneath, shower temperature gauge broken water hot hot stand plug sink broken water didnt drain away. albie restaurant serves lovely food took hour arrive ordering, coffee cold.","Facilities"
"exceptional","Facilities"
"restaurant amazing","Facilities"
"stayed teenagers couple nights. fantastic hotel. need great stay. staff welcoming helpful. decor style hotel rooms fantastic","Facilities"
"ate restaurants food excellent occasion.","Facilities"
"love decor general vibe hoxton hotels. pleasurable inside. southwark lovely barrestaurant roof. seabird. great albeit views limited. rooms comfortable, bit small decorated.","Facilities"
"beware aircon!!! stayed summer air didnt work room moved late evening room air didnt work!","Facilities"
"aesthetic","Facilities"
"staff lied said seabird restaurant fully booked. went upstairs saw practically plenty seats. like assumed wouldnt able afford eat drink didnt want rude.","Facilities"
"decor lovely! loved rooftop restaurant food good! comy bed. girlfriend pain ass trip.","Facilities"
"restaurant","Facilities"
"ambiance","Facilities"
"post covid room cleaning towel change","Facilities"
"hotels makes feel like youre nyclovely vibe, staff welcoming make sure use facilities!! seabirds amazingwhat view atmosphere.","Facilities"
"50 night deposit room rate. worth knowing advance.","Facilities"
"loved entire hotel, facilities vibe. new york! atmosphere lovely staff really accommodating! close southwark station santander bikes right outside. definitely come try hoxton chains world.","Facilities"
"complaint albie restaurant breakfast let down. 15 toastie came egg raw, back. 35 breakfast, probably wouldve spent money local small business. cosy spot breakfast.","Facilities"
"best hotels ive stayed long time. excellent staff, excellent check check out, great room comfy bed, really cool hotel!","Facilities"
"great location, just minutes walk blackfriars southwark tube. really comfortable, lovely room delicious breakfast. fault it. back!","Facilities"
"room comfortable, nicely decorated. staff hotel pleasant. good location trains south bank. nice atmosphere generally.","Facilities"
"food service slow albie restaurant lunchtime, food wasnt great. hotel bar closed midnight, asked leave, told finish drinks room!","Facilities"
"location excellent know southbank, borough, southwark lambeth well. comfortable stylish lobby rooms.","Facilities"
"lack staff response initially early morning alarm evacuation","Facilities"
"central location close southwark blackfriars underground stations, giving easy access city. hotel nice, room really clean comfortable. definitely come future trips!","Facilities"
"really friendly staff. atmosphere hotel welcoming. rooms clean, comfortable quiet. roofbar fabulous!","Facilities"
"varied menu dinner albies. said, plenty choice meal had.","Facilities"
"location excellent right tube station, hotel beautiful staff friendly! definitely coming","Facilities"
"stylish hotel, great location, good breakfast.","Facilities"
"thing did annoy slightly was, going meal, return hotel wanted drink hotel bar. told tables booked, mainly nonstaying people. little bit poor, given price, able drink bar hotel staying at.","Facilities"
"great location, cleanliness standards room exceptional. really recommend staying frequent future","Facilities"
"tried book table drinks roof terrace told restaurant couldnt. chanced luck returning night, went 14th floor greeted sat drinks problem. just need slightly clearer communication","Facilities"
"perfect always!","Facilities"
"hoxton excellent. definitely back!","Facilities"
"art deco","Facilities"
"patrons hotel expect level priority rooftop bar. disappointing despite attempts able visit.","Facilities"
"food amazing rooms immaculate comfy staff extremely helpful friendly","Facilities"
"location great situated 10 minute walk borough market 5 minute walk tate modern. bed incredibly comfy best nights sleep ive long. room incredibly stylish feel comfortable settle in. staff super friendly helpful too!","Facilities"
"bathroom really nice liked fact wet room, water pressure couldve better.","Facilities"
"great vibe, good service, lovely rooftop bar","Facilities"
"short hanging space hooks hang coats","Facilities"
"comfy bed clean room reception staff good location","Facilities"
"hotel doesnt reserve space seabird bar guests little disappointing meant luck draw youll sadly didnt. hotels stayed roof bar reserve certain seats hotel guests","Facilities"
"good location, atmosphere.","Facilities"
"need childrens menu restaurant","Facilities"
"great staff comfy stylish room. mentioned loved bath bathroom nice, photo took. having radio room cool liked personal touches. lobby pretty bar, wish stayed longer.","Facilities"
"loved bath loved stay.","Facilities"
"friendly effective staff, lovely aesthetic.","Facilities"
"better inroom tv system.","Facilities"
"comfortable relaxed experience start end beds super comfy","Facilities"
"small point water pressure best","Facilities"
"great decor, lively bar prompt service. comfortable beds","Facilities"
"room location info probably removed covid.","Facilities"
"modern. clean. location","Facilities"
"order drinks app","Facilities"
"lovely reception staff accommodated early checkin request, meant able leave bags room head out. helpful! rooms beautifully decorated, clean barely heard noise. bed extremely comfortable really squishy duvet. partners birthday left thoughtful note sweets room. hotel brilliantly located explore southbank, westminster, covent garden beyond. lots attractions 1015 minutes walk, example bfi, national theatre, london dungeons... went bfi odeon imax film. strolling river wandered hotel sat comfy armchairs albie. drinks bite eat. delicious. cocktails quite pricy beers standard london pricing. bar area tastefully relaxed atmosphere. spent longer ready meet friends. got late unfortunately sample desserts cocktails seabird. kitchen closed 10.30 bar closed 11.30. did let pop relax beautiful terracebalcony admire views london night. music fun, heaters stop getting chilly breeze felt like holiday. fyi reception mini bar fancy night cap choice bit limited. slept happily stayed bed hours longer commitments. arranged brunch didnt sample breakfast hotel. lovely stay want come back!","Facilities"
"love hoxton, style, people friendly, comfortable, rooms super nice clean location great. problem, quick care it, appreciate.","Facilities"
"issue breakfast friendly staff didnt charge it, considerate. thought bit weird guest turn fan room completely bit draft low hot mediumhigh ask staff you. great option turn yourself.","Facilities"
"like rooms view","Facilities"
"windows dont open","Facilities"
"decor beautifully done, relaxing vibe it, restaurants bars particular. friendly attentive staff.","Facilities"
"breakfast included room rate, price room better value included.","Facilities"
"clean tidy rooms, public spaces restaurants nice. staff friendly.","Facilities"
"bad smell bathrooms, plumbing really needs sorted out. room ready arrived long flight late afternoon. received breakdown despite follow email.","Facilities"
"amazing, personal touches boyfriends birthday really recommend. super comfortable beds!","Facilities"
"everything!","Facilities"
"nothing!","Facilities"
"absolutely amazing design","Facilities"
"room service midnight","Facilities"
"staff incredibly helpful ! boyfriends birthday kindly beers card room rooms clean extremely comfortable, definitely coming","Facilities"
"hotel brilliant staff attentive. thank","Facilities"
"location aesthetic","Facilities"
"staff difficult, slow respond, bar breakfast food overpriced average","Facilities"
"trendy unconventional, interesting space saving ideas room nice touches books, water, milk","Facilities"
"felt little pretentious, air conditioning did work hot uncomfortable sleep","Facilities"
"location ok lobby decorated","Facilities"
"hoxton gone really hill worst ive stayed at, really hated stay here. considering rooms newish things broken. beds uncomfortable staff arent welcoming usual london standards. bar way busy non hotel guests just grabbing breakfast quick work drink easy. hotel guests come wouldnt recommend staying special","Facilities"
"location great. style modern good quality furniture fittings. staff helpful friendly.","Facilities"
"room little dark especially bathroom putting makeup.","Facilities"
"food really good skybar breakfast area. nice view rooftop area well. helpful staff round. rooms nice style, huge 1 2 night stay.","Facilities"
"couple bits room, like shower cap used coffee bags bin, personally harder pillow","Facilities"
"ambience style rooms. staff extremely helpful.","Facilities"
"bit delay checking problems linen supply. reception handled things delay minimal.","Facilities"
"amazing location, stunning decor. lunch seabird amazing breakfast albies. fault again.","Facilities"
"interior design friendly staff breakfast bag delivered room comfortable beds proper milk fridge! bar","Facilities"
"really, better lighting bathroom mirror","Facilities"
